id,income,education,gender,age,union,height,weight,surveydate
1661,0,4,female,41,no,165,110,7/25/15
1662,35000,4,male,22,no,165,150,7/25/15
1663,60000,4,male,36,no,173,188,8/4/15
1664,30000,4,male,22,no,180,180,7/25/15
1665,60000,13,female,28,yes,155,104,8/2/15
1666,24000,3,female,77,yes,158,132,7/20/15
1667,0,4,female,38,no,165,130,7/26/15
1668,36000,12,male,35,no,178,140,8/5/15
1669,65000,10,male,23,no,179,137,8/4/15
1670,10000,4,male,41,no,170,120,7/24/15
1671,18000,6,female,73,no,158,110,7/20/15
1672,24000,10,female,32,no,160,100,7/24/15
1673,14400,3,male,64,no,172,150,7/25/15
1674,0,10,male,22,no,175,140,7/29/15
1675,40000,4,male,57,no,174,150,7/24/15
1676,20000,4,female,42,no,160,145,7/30/15
1677,20000,4,female,38,no,157,120,7/29/15
1678,37200,7,female,72,yes,161,98,7/30/15
1679,20000,3,male,75,no,167,154,7/27/15
1680,7000,3,female,61,no,158,110,7/18/15
1681,50000,9,female,47,no,155,100,7/28/15
1682,40000,4,female,45,no,158,128,7/30/15
1683,4800,4,female,69,yes,160,125,7/23/15
1684,18000,3,female,50,used to be,160,140,7/30/15
1685,50000,7,male,46,no,174,160,7/20/15
1686,36000,4,male,46,no,162,126,7/29/15
1687,30000,6,male,36,yes,158,120,8/4/15
1688,50000,4,female,47,no,158,156,7/25/15
1689,35000,7,male,76,used to be,173,153,7/20/15
1690,50000,7,male,24,no,177,120,8/3/15
1691,15600,3,male,59,no,172,124,7/30/15
1692,70000,12,male,37,no,177,140,7/23/15
1693,40000,4,male,52,no,170,135,7/29/15
1694,50000,6,male,28,no,170,120,8/4/15
1695,30000,4,female,45,no,171,120,7/22/15
1696,10000,3,female,64,no,170,164,7/18/15
1697,30000,6,male,36,no,174,160,7/25/15
1698,24000,6,male,42,no,175,130,7/31/15
1699,30000,4,female,46,no,160,110,7/20/15
1700,0,6,female,19,no,168,110,7/23/15
1701,24000,4,male,57,yes,163,105,7/24/15
1702,40000,9,female,62,no,160,130,7/29/15
1703,27756,4,female,68,no,163,110,7/27/15
1704,20000,4,male,49,no,175,175,7/25/15
1705,17000,4,female,58,no,159,120,7/23/15
1706,0,6,female,64,no,166,130,7/30/15
1707,0,7,female,26,no,155,120,8/3/15
1708,30000,11,male,32,yes,183,180,7/22/15
1709,1.00E+05,4,male,35,no,168,140,7/18/15
1710,6060,3,female,72,no,158,120,7/22/15
1711,1440,1,female,67,no,160,106,7/18/15
1712,0,10,female,27,no,167,115,7/22/15
1713,90000,4,female,41,no,165,120,7/23/15
1714,60000,12,female,35,no,166,110,7/26/15
1715,24000,10,female,37,no,153,95,7/23/15
1716,0,6,female,40,no,164,115,7/29/15
1717,12000,3,male,80,no,170,100,7/24/15
1718,30000,4,male,53,no,172,150,7/29/15
1719,1000,3,female,59,no,166,150,7/18/15
1720,30000,10,female,25,no,160,100,7/26/15
1721,1720,3,female,69,no,170,150,7/19/15
1722,25000,4,male,25,no,175,120,8/6/15
1723,0,4,male,37,no,178,130,7/31/15
1724,36000,4,male,35,no,170,125,8/2/15
1725,25000,4,female,36,no,159,122,7/28/15
1726,28000,6,male,68,yes,170,136,7/20/15
1727,2000,3,male,58,no,160,140,7/18/15
1728,40000,12,female,75,used to be,164,118,7/30/15
1729,0,4,female,34,no,154,102,7/24/15
1730,0,6,male,21,no,182,120,7/30/15
1731,30000,6,male,78,used to be,169,130,7/31/15
1732,2.00E+05,10,male,37,no,183,130,8/5/15
1733,21600,3,female,65,used to be,164,146,7/31/15
1734,19000,6,female,58,no,166,130,7/31/15
1735,7400,13,female,24,no,168,125,8/6/15
1736,120000,4,female,46,no,160,96,7/29/15
1737,60000,13,female,41,yes,152,85,8/4/15
1738,40000,9,male,52,used to be,174,150,8/6/15
1739,32160,4,male,62,used to be,173,166,7/29/15
1740,0,3,female,67,no,160,100,7/18/15
1741,24000,4,male,62,used to be,167,118,7/31/15
1742,15000,4,male,77,used to be,170,130,7/31/15
1743,20000,4,female,69,no,155,110,7/25/15
1744,840,1,female,70,no,155,106,7/18/15
1745,42000,10,female,74,used to be,157,150,8/5/15
1746,30000,10,male,26,no,170,150,8/2/15
1747,0,6,male,21,no,178,200,7/30/15
1748,1000,1,female,69,yes,153,130,7/18/15
1749,0,9,female,33,no,163,120,7/30/15
1750,660,1,female,67,no,158,90,7/29/15
1751,20000,4,female,73,no,160,110,7/21/15
1752,0,3,male,78,no,165,120,7/29/15
1753,24000,1,female,73,no,168,130,7/22/15
1754,31200,4,male,73,yes,170,150,7/26/15
1755,40000,6,female,51,no,165,140,7/23/15
1756,3000,10,male,19,no,170,135,7/30/15
1757,0,1,female,55,no,153,78,7/18/15
1758,30000,4,male,88,used to be,167,120,7/22/15
1759,30000,4,female,57,yes,165,140,7/26/15
1760,60000,4,male,93,yes,180,140,7/23/15
1761,20000,6,female,46,no,155,104,7/29/15
1762,0,6,female,55,used to be,155,100,7/22/15
1763,30000,3,male,46,no,175,150,7/30/15
1764,30000,12,female,53,yes,162,110,7/22/15
1765,30000,4,female,36,no,160,100,7/20/15
1766,0,4,female,50,no,160,118,7/26/15
1767,10000,4,female,47,no,160,90,7/30/15
1768,25000,3,female,55,no,160,130,8/4/15
1769,10000,7,female,29,no,160,120,7/26/15
1770,20000,4,female,63,used to be,160,110,7/29/15
1771,36000,12,male,50,no,170,150,7/30/15
1772,0,1,male,85,no,170,140,7/22/15
1773,10000,4,male,18,no,175,100,8/4/15
1774,21600,9,female,66,used to be,155,102,7/23/15
1775,25000,11,female,60,yes,160,110,7/20/15
1776,6000,12,male,24,no,190,120,7/23/15
1777,13600,4,female,58,no,173,130,7/26/15
1778,0,9,male,53,no,170,130,7/20/15
1779,14400,1,female,79,used to be,150,105,7/29/15
1780,32400,4,female,63,no,162,95,7/26/15
1781,24000,4,female,62,yes,171,150,7/20/15
1782,30000,7,male,42,no,172,150,7/27/15
1783,25000,3,male,71,yes,182,180,7/20/15
1784,4000,12,female,19,no,165,108,7/23/15
1785,36000,4,male,26,no,180,160,8/2/15
1786,24000,6,male,72,used to be,172,145,8/4/15
1787,30000,7,male,40,no,170,150,7/20/15
1788,80000,4,male,26,no,165,108,8/4/15
1789,48000,12,female,49,yes,166,155,7/20/15
1790,1900,3,female,65,no,155,118,7/29/15
1791,8000,4,male,65,no,168,125,7/18/15
1792,20000,4,male,33,no,175,160,7/18/15
1793,24000,4,female,62,no,157,130,8/4/15
1794,6960,7,male,72,no,166,145,8/4/15
1795,20000,6,female,54,no,163,130,7/30/15
1796,0,4,female,46,no,160,155,7/18/15
1797,70000,1,male,81,no,174,142,8/4/15
1798,12000,2,male,66,no,170,130,7/29/15
1799,30000,4,male,42,no,190,160,8/5/15
1800,20000,4,female,40,no,159,120,8/6/15
1801,20000,12,male,35,no,190,210,8/5/15
1802,50000,6,female,34,no,160,94,8/5/15
1803,50000,4,female,30,no,170,200,7/29/15
1804,30000,4,male,63,no,175,160,8/6/15
1805,1000,3,female,63,no,155,160,7/29/15
1806,5000,3,male,62,no,170,147,7/29/15
1807,5000,3,female,77,no,160,126,7/30/15
1808,23000,4,male,71,used to be,173,140,7/30/15
1809,20000,4,male,55,no,170,150,7/30/15
1810,10000,4,male,37,no,167,115,8/6/15
1811,90000,7,female,35,no,158,104,7/31/15
1812,15000,4,male,34,no,170,160,8/7/15
1813,10000,3,male,46,no,170,140,7/31/15
1814,20000,4,male,31,no,170,118,7/28/15
1815,12000,4,female,73,no,160,150,7/28/15
1816,30000,4,male,33,no,170,120,7/30/15
1817,20000,3,male,51,no,175,110,8/4/15
1818,32000,4,male,79,no,171,146,7/28/15
1819,10000,4,male,59,no,168,150,8/1/15
1820,4.00E+05,3,male,49,no,160,120,8/2/15
1821,20000,4,male,67,used to be,170,170,7/30/15
1822,0,12,male,20,no,173,110,8/4/15
1823,30000,7,female,73,yes,158,130,7/27/15
1824,20000,4,female,66,no,160,140,8/1/15
1825,20000,4,female,73,no,155,80,7/30/15
1826,0,1,female,68,no,158,87,8/4/15
1827,10000,10,female,22,no,170,125,8/3/15
1828,70000,3,male,40,no,172,130,7/30/15
1829,20000,1,female,65,no,162,140,8/3/15
1830,29040,12,male,25,yes,178,126,7/31/15
1831,10000,6,male,51,no,176,130,7/28/15
1832,0,4,male,55,no,172,130,7/28/15
1833,10000,6,female,19,no,173,110,8/7/15
1834,20000,7,female,59,no,155,80,7/30/15
1835,20000,6,male,39,no,173,130,7/30/15
1836,15000,6,female,70,no,157,102,7/27/15
1837,11000,3,female,60,no,156,90,8/6/15
1838,0,1,female,85,no,140,80,8/2/15
1839,40000,4,male,45,no,172,130,8/6/15
1840,40000,4,female,33,no,165,130,8/6/15
1841,70000,6,male,54,no,170,140,7/31/15
1842,21600,1,female,77,used to be,157,140,7/30/15
1843,20000,7,male,46,no,174,140,8/1/15
1844,2.00E+05,6,male,45,no,175,130,7/28/15
1845,5000,3,male,70,no,166,120,8/6/15
1846,10000,4,female,50,no,158,100,8/1/15
1847,18000,6,male,59,used to be,174,150,8/1/15
1848,20000,6,female,58,no,163,120,8/4/15
1849,10000,7,female,47,no,160,120,7/30/15
1850,20000,4,male,51,yes,165,130,7/27/15
1851,24000,4,female,74,used to be,158,138,7/28/15
1852,20000,6,male,52,no,185,130,8/2/15
1853,20000,3,male,50,no,180,160,8/4/15
1854,30000,4,male,38,no,159,108,8/6/15
1855,600,1,male,62,no,172,150,7/31/15
1856,20000,4,female,63,no,152,109,8/5/15
1857,30000,4,female,63,used to be,146,100,7/27/15
1858,80000,6,male,33,no,184,152,7/27/15
1859,20000,4,female,43,no,158,110,8/7/15
1860,0,1,male,75,no,175,120,7/30/15
1861,25000,4,male,47,no,170,130,8/1/15
1862,0,1,female,77,no,160,80,8/6/15
1863,0,4,female,35,no,162,110,8/4/15
1864,12000,4,male,63,no,170,140,7/27/15
1865,60000,12,male,29,no,180,130,7/31/15
1866,0,10,male,24,no,175,100,7/31/15
1867,18000,6,female,53,used to be,155,114,7/30/15
1868,4000,3,female,42,no,167,125,8/6/15
1869,1.00E+05,10,male,37,no,180,160,7/28/15
1870,50000,4,male,41,no,176,135,7/31/15
1871,0,12,female,21,no,163,120,7/31/15
1872,30000,6,female,60,no,170,140,7/28/15
1873,0,4,female,51,yes,154,105,8/1/15
1874,50000,1,female,78,no,150,125,8/1/15
1875,28000,6,female,22,no,166,130,8/5/15
1876,6000,3,male,67,no,170,130,8/1/15
1877,5000,3,female,55,no,160,140,8/5/15
1878,25000,6,male,59,used to be,175,140,7/31/15
1879,10000,4,male,33,no,170,140,8/1/15
1880,0,7,female,45,no,158,120,7/30/15
1881,50000,13,male,41,no,173,160,7/28/15
1882,0,1,female,48,no,155,140,8/2/15
1883,60000,12,female,49,no,162,112,7/27/15
1884,10000,3,female,44,no,165,94,7/31/15
1885,3000,3,male,58,no,170,120,7/27/15
1886,0,4,male,31,no,174,160,7/28/15
1887,50000,4,male,50,no,175,140,7/30/15
1888,30000,12,female,29,no,158,52,7/29/15
1889,1.00E+05,4,female,44,no,160,100,8/1/15
1890,0,3,female,50,no,160,120,8/5/15
1891,23000,6,male,57,no,173,128,7/27/15
1892,1000,4,female,31,no,158,88,7/28/15
1893,0,10,male,20,no,170,170,8/2/15
1894,50000,3,male,31,no,174,150,7/30/15
1895,24000,3,female,48,no,158,110,8/4/15
1896,10000,7,male,24,no,175,134,8/5/15
1897,0,6,male,19,no,175,102,8/7/15
1898,0,1,male,51,no,170,140,8/2/15
1899,20000,3,male,47,no,168,120,8/5/15
1900,10000,3,female,60,no,156,106,8/4/15
1901,20000,4,male,34,no,170,210,8/6/15
1902,50000,6,male,33,no,172,142,7/27/15
1903,50000,6,female,34,no,168,118,8/1/15
1904,10000,6,male,57,yes,180,175,7/27/15
1905,10000,4,male,32,no,177,140,8/7/15
1906,60000,4,male,41,no,176,70,8/6/15
1907,0,12,female,23,no,166,120,7/31/15
1908,0,3,male,75,no,164,120,8/5/15
1909,35000,3,female,20,no,156,130,8/2/15
1910,80000,10,male,30,no,180,150,7/31/15
1911,30000,3,male,38,no,172,160,8/5/15
1912,20000,6,male,35,no,166,100,7/31/15
1913,24000,6,male,26,no,170,160,7/28/15
1914,10000,1,female,64,no,156,150,8/5/15
1915,20000,3,male,64,no,175,180,8/6/15
1916,36000,7,male,22,no,173,120,7/30/15
1917,2.00E+05,10,female,47,no,170,140,7/27/15
1918,30000,10,female,65,no,155,120,8/3/15
1919,50000,3,female,57,no,160,110,8/5/15
1920,12000,4,female,66,no,156,120,8/4/15
1921,12000,3,male,65,used to be,170,145,7/28/15
1922,0,4,female,33,no,166,120,8/4/15
1923,10440,4,male,71,no,169,79,8/2/15
1924,0,3,female,56,no,164,110,8/4/15
1925,0,6,female,29,no,158,100,8/3/15
1926,72000,12,male,80,yes,170,160,7/28/15
1927,10000,3,female,35,no,155,80,8/4/15
1928,5000,6,female,59,used to be,174,140,8/1/15
1929,80000,4,male,38,no,179,75,8/6/15
1930,130000,12,male,57,no,183,180,7/30/15
1931,10000,1,female,66,no,160,120,8/5/15
1932,30000,3,male,41,no,165,123,8/5/15
1933,14000,5,male,25,no,172,160,7/27/15
1934,20000,4,female,39,no,155,107,8/5/15
1935,30000,10,male,56,yes,174,126,7/30/15
1936,0,1,male,59,no,168,130,8/2/15
1937,40000,12,female,24,no,167,103,8/2/15
1938,0,4,female,27,no,160,100,8/5/15
1939,20000,6,female,24,no,162,110,7/31/15
1940,38000,12,male,80,yes,170,100,7/27/15
1941,22000,4,female,62,used to be,155,50,8/1/15
1942,0,1,female,92,no,160,100,8/5/15
1943,2500,3,female,66,no,172,83,8/5/15
1944,15000,4,female,41,no,160,130,8/1/15
1945,10000,3,male,64,no,170,130,8/5/15
1946,660,3,female,66,no,158,120,8/4/15
1947,10000,12,female,22,no,177,160,7/28/15
1948,25000,11,male,67,yes,170,120,7/27/15
1949,0,1,female,69,yes,162,120,8/7/15
1950,20000,1,female,50,no,165,120,8/5/15
1951,0,4,male,55,no,172,130,8/3/15
1952,5000,3,female,48,yes,160,120,7/31/15
1953,30000,4,male,63,no,169,140,8/4/15
1954,15000,6,male,56,used to be,175,110,8/1/15
1955,25000,4,male,69,no,170,65,7/30/15
1956,5000,3,female,57,no,165,152,8/4/15
1957,0,12,female,21,no,164,112,7/31/15
1958,17000,5,female,60,no,160,120,8/4/15
1959,10000,3,female,45,no,165,140,8/2/15
1960,5000,1,female,60,no,160,125,8/6/15
1961,50000,10,male,57,yes,170,150,7/28/15
1962,20000,3,female,39,no,150,100,8/6/15
1963,19000,3,male,75,used to be,170,145,7/27/15
1964,0,4,female,54,used to be,162,60,8/3/15
1965,20000,6,female,59,no,162,160,7/31/15
1966,1.00E+05,4,female,33,no,162,120,8/6/15
1967,0,3,female,67,no,155,130,8/2/15
1968,50000,4,male,64,no,160,124,8/6/15
1969,24000,3,female,82,used to be,160,140,7/30/15
1970,120000,12,male,32,yes,175,70,8/2/15
1971,30000,1,female,82,no,160,150,7/28/15
1972,6000,3,female,75,no,158,130,8/2/15
1973,15000,3,female,58,no,155,120,8/7/15
1974,8000,4,female,42,no,160,160,8/1/15
1975,40000,9,male,54,no,162,160,8/2/15
1976,25000,3,female,44,no,168,128,8/2/15
1977,7000,3,female,61,no,170,149,7/27/15
1978,20000,4,female,44,no,164,165,8/2/15
1979,0,12,female,23,no,162,100,8/4/15
1980,3000,3,male,65,no,171,145,7/30/15
1981,10000,4,female,51,no,163,115,7/27/15
1982,18000,3,female,68,no,155,110,8/3/15
1983,50000,12,female,25,no,163,98,7/31/15
1984,19200,6,female,53,no,165,120,8/1/15
1985,6000,1,female,64,no,164,160,8/5/15
1986,20000,3,male,57,no,180,170,8/6/15
1987,20000,4,male,40,no,173,130,7/29/15
1988,7000,3,male,40,no,172,165,8/2/15
1989,20000,3,male,58,no,179,150,8/4/15
1990,0,3,male,46,no,170,125,8/6/15
1991,5000,3,male,61,no,178,120,8/7/15
1992,30000,4,male,65,no,168,180,7/30/15
1993,720,1,female,74,no,150,90,7/27/15
1994,21600,6,female,59,used to be,169,155,7/30/15
1995,10000,3,male,76,no,170,120,8/5/15
1996,38000,9,female,46,no,163,100,7/28/15
1997,1.00E+05,6,male,39,no,170,150,8/2/15
1998,50000,6,male,53,no,169,140,7/28/15
1999,0,12,male,23,no,172,120,7/31/15
2000,0,4,female,24,no,165,110,8/6/15
2001,30000,4,male,65,used to be,170,160,7/27/15
2002,30000,12,female,35,no,160,95,8/3/15
2003,20000,3,male,49,no,170,150,7/31/15
2004,60000,4,male,46,no,160,120,8/6/15
2005,0,12,male,21,no,178,180,8/1/15
2006,20000,4,male,61,yes,172,130,7/27/15
2007,0,3,male,69,no,170,128,7/27/15
2008,15000,6,female,55,no,166,130,8/4/15
2009,10000,3,male,66,no,170,120,8/6/15
2010,30000,12,male,38,no,172,105,7/30/15
2011,660,4,female,79,no,160,130,8/5/15
2012,0,7,male,49,no,180,150,7/28/15
2013,30000,6,female,42,no,171,140,8/1/15
2014,10000,6,female,52,no,156,115,8/6/15
2015,20000,8,male,38,no,170,140,7/28/15
2016,10000,3,female,43,no,158,165,8/5/15
2017,0,3,female,30,no,160,130,8/5/15
2018,10000,3,female,73,no,160,130,7/31/15
2019,12000,4,female,19,no,170,135,7/30/15
2020,0,3,female,47,no,160,90,8/7/15
2021,1.00E+05,12,female,26,no,165,100,7/29/15
2022,30000,3,female,28,no,160,130,8/7/15
2023,10000,12,female,23,no,160,120,7/28/15
2024,20000,6,male,60,no,165,130,8/5/15
2025,1800,6,female,50,no,156,98,7/28/15
2026,3.00E+05,9,male,62,used to be,172,160,7/27/15
2027,40000,4,female,38,no,165,115,7/28/15
2028,30000,4,male,43,no,168,140,8/7/15
2029,24000,13,female,26,no,163,110,7/28/15
2030,10000,3,female,43,no,160,110,8/4/15
2031,24000,4,male,66,no,170,120,7/28/15
2032,0,12,male,24,no,153,100,8/3/15
2033,0,10,male,21,no,178,120,8/6/15
2034,12000,3,female,72,used to be,158,56,8/4/15
2035,50000,4,male,47,no,171,140,8/1/15
2036,18000,4,male,60,no,178,135,8/4/15
2037,20000,4,female,36,no,152,114,8/5/15
2038,0,3,male,54,no,182,140,8/6/15
2039,30000,11,male,42,no,165,150,8/6/15
2040,20000,3,male,64,no,170,114,8/1/15
2041,36000,7,female,76,no,165,160,7/31/15
2042,22000,8,male,66,no,172,136,7/28/15
2043,0,4,female,60,no,165,145,8/5/15
2044,20000,3,female,46,no,158,170,7/31/15
2045,20000,4,male,47,no,176,130,8/3/15
2046,24000,9,female,61,yes,160,110,7/28/15
2047,10000,1,female,67,no,157,130,8/3/15
2048,70000,12,male,41,no,172,125,7/28/15
2049,50000,6,female,42,no,160,125,8/2/15
2050,26000,6,male,60,no,181,198,8/4/15
2051,2000,3,male,72,no,172,110,7/31/15
2052,20000,6,male,34,no,186,160,7/31/15
2053,20000,4,male,42,no,172,130,8/4/15
2054,15000,4,male,60,no,160,140,8/5/15
2055,50000,6,male,48,no,170,140,8/2/15
2056,10000,6,female,31,no,164,128,7/27/15
2057,60000,3,male,48,no,170,130,7/31/15
2058,20000,3,female,38,no,160,140,8/6/15
2059,4000,3,female,51,no,170,160,7/30/15
2060,0,6,female,53,no,170,125,8/6/15
2061,50000,6,male,44,no,168,130,8/6/15
2062,10000,9,male,68,used to be,170,120,7/28/15
2063,20000,4,female,60,no,156,126,7/27/15
2064,40000,7,male,45,yes,170,140,8/1/15
2065,3000,3,female,68,no,160,92,8/7/15
2066,24000,4,female,65,no,158,90,8/1/15
2067,10000,3,female,68,no,160,112,8/5/15
2068,2000,3,female,66,no,160,104,8/6/15
2069,26000,4,female,65,no,160,95,7/28/15
2070,21000,4,female,51,no,168,160,7/31/15
2071,50000,6,male,28,no,172,128,8/1/15
2072,1.00E+05,4,male,48,no,170,160,7/27/15
2073,2.00E+05,1,male,48,no,173,123,8/5/15
2074,150000,7,male,29,no,170,120,7/30/15
2075,5000,4,female,18,no,170,110,7/30/15
2076,30000,7,female,47,no,160,140,7/31/15
2077,60000,4,female,33,no,160,110,8/2/15
2078,1000,3,female,82,no,158,114,8/1/15
2079,20000,4,female,39,no,162,160,7/30/15
2080,15000,4,female,40,no,162,100,8/5/15
2081,30000,4,male,55,no,170,70,7/28/15
2082,15000,4,male,39,no,170,160,8/3/15
2083,65000,13,female,41,yes,163,106,7/28/15
2084,1.00E+05,4,male,42,no,177,140,8/7/15
2085,40000,4,female,30,no,158,100,7/30/15
2086,80000,4,male,21,no,182,160,7/30/15
2087,12000,1,male,75,no,172,59,8/5/15
2088,0,3,female,52,no,158,120,8/5/15
2089,28000,3,male,46,no,172,145,7/28/15
2090,35000,10,female,29,no,160,120,7/28/15
2091,5000,6,male,52,no,170,135,8/1/15
2092,10000,10,female,34,no,158,108,7/31/15
2093,40000,3,male,68,no,172,150,7/28/15
2094,10000,3,female,66,no,158,120,7/27/15
2095,60000,4,male,38,no,166,138,8/6/15
2096,20000,4,male,45,no,178,145,8/1/15
2097,0,1,female,63,no,160,110,8/4/15
2098,20000,3,female,47,no,170,110,7/31/15
2099,30000,12,male,27,no,186,134,8/1/15
2100,13000,1,female,77,no,162,130,7/30/15
2101,0,3,male,50,no,178,90,8/4/15
2102,0,3,male,77,no,173,140,8/2/15
2103,12000,6,female,34,no,162,112,8/4/15
2104,50000,6,male,44,no,170,120,8/4/15
2105,25000,6,female,48,no,167,140,8/2/15
2106,8000,3,female,44,no,165,120,8/3/15
2107,20000,4,male,58,no,175,140,8/4/15
2108,10000,3,female,52,no,160,130,8/7/15
2109,20000,4,female,30,no,150,98,7/31/15
2110,27600,4,male,67,used to be,180,140,7/28/15
2111,25200,3,male,69,no,168,140,7/28/15
2112,2000,3,female,69,no,165,110,8/7/15
2113,36000,6,male,52,no,178,156,8/1/15
2114,25000,4,male,46,no,168,130,8/4/15
2115,18000,3,female,82,no,152,90,7/30/15
2116,0,3,female,45,no,163,140,7/27/15
2117,0,3,female,43,no,160,130,8/5/15
2118,10000,6,female,29,no,160,150,7/30/15
2119,0,3,female,43,no,160,130,8/3/15
2120,60000,4,male,36,no,178,160,8/7/15
2121,120000,3,female,34,no,160,90,7/31/15
2122,0,1,female,52,no,155,95,7/31/15
2123,16000,6,female,48,no,162,120,8/3/15
2124,0,1,female,62,no,160,120,7/30/15
2125,8000,3,female,62,no,160,120,7/31/15
2126,5000,4,female,66,no,156,98,8/1/15
2127,60000,4,male,41,used to be,175,60,8/2/15
2128,60000,4,male,46,no,171,140,8/1/15
2129,10000,4,female,30,no,160,110,8/6/15
2130,60000,10,male,50,no,170,130,8/2/15
2131,54000,7,female,47,no,162,120,8/3/15
2132,25000,10,female,42,no,165,110,7/30/15
2133,4000,1,male,78,no,172,108,8/7/15
2134,50000,3,female,55,no,155,100,7/27/15
2135,30000,3,female,28,no,140,86,8/6/15
2136,10000,6,male,41,no,175,160,8/6/15
2137,0,1,male,81,no,170,150,8/5/15
2138,50000,4,male,51,no,172,180,8/5/15
2139,0,3,female,58,no,169,100,8/5/15
2140,30000,7,male,35,yes,175,140,7/27/15
2141,15000,6,male,59,no,176,180,7/30/15
2142,0,1,female,62,no,156,120,8/4/15
2143,60000,4,male,27,no,179,144,7/30/15
2144,40000,4,female,29,no,156,110,8/2/15
2145,20000,3,male,35,no,175,130,8/2/15
2146,10000,3,male,29,no,170,140,8/4/15
2147,30000,6,male,50,no,170,140,8/1/15
2148,15000,3,female,77,no,158,104,7/30/15
2149,10000,3,female,55,no,158,100,8/6/15
2150,4000,1,female,60,no,160,98,7/31/15
2151,0,1,female,82,no,160,100,8/4/15
2152,20000,4,female,36,no,160,120,8/4/15
2153,72000,1,male,80,no,165,80,7/31/15
2154,10000,4,female,20,no,158,103,8/5/15
2155,60000,3,male,50,no,173,160,8/3/15
2156,10000,3,female,46,no,158,110,8/5/15
